id,alias,name,image_url,url,review_count,categories_0_alias,coordinates_latitude,coordinates_longitude,price,location_city,location_zip_code,location_country,location_state,location_display_address_0,wifi,credit_card,noise_level,rolled_amount,selected_amount
EWhqq-gJktFyGKtouMQ8gw,home-coffee-roasters-san-francisco-3,Home Coffee Roasters,https://s3-media3.fl.yelpcdn.com/bphoto/UxwaEqLtEpIC1M7G7teeVA/o.jpg,https://www.yelp.com/biz/home-coffee-roasters-san-francisco-3?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,120,coffee,37.79129,-122.406,$,San Francisco,94108,US,CA,455 Grant Ave,yes,yes,average,0,0
jCBTQri4FzW6aQVXLBh1_w,beacon-coffee-and-pantry-san-francisco,Beacon Coffee & Pantry,https://s3-media4.fl.yelpcdn.com/bphoto/ZsI89WuHzCJjgVHzpY3O-Q/o.jpg,https://www.yelp.com/biz/beacon-coffee-and-pantry-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,305,coffee,37.80217,-122.413,$,San Francisco,94133,US,CA,805 Columbus Ave,yes,yes,average,0,0
7EvFw4sbA7K5NNZ3hK6btg,enough-tea-and-coffee-san-francisco,Enough Tea & Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/ifmYGb0uQHIrI6IyzcG20Q/o.jpg,https://www.yelp.com/biz/enough-tea-and-coffee-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,120,coffee,37.78858,-122.404,$,San Francisco,94108,US,CA,49 Kearny St,,,,0,0
onRIsGoPO9hB9yVuTRNNjg,mission-edge-cafe-daly-city,Mission Edge Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/4ZIMETsL52MPJAU69xRTqg/o.jpg,https://www.yelp.com/biz/mission-edge-cafe-daly-city?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,432,coffee,37.70786,-122.455,$,San Francisco,94014,US,CA,5999 Mission St,no,yes,average,0,0
vt7oGi83g4q3PICj-SXCOA,mission-blue-san-francisco,Mission Blue,https://s3-media1.fl.yelpcdn.com/bphoto/mUJ1SLxr_f0MRsIvBwjj8w/o.jpg,https://www.yelp.com/biz/mission-blue-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,60,coffee,37.71242,-122.406,,San Francisco,94134,US,CA,144 Leland Ave,,,,0,0
B3Sd79v3ZRSiM_37MrmnoQ,daydream-cake-shop-san-francisco-2,DayDream Cake Shop,https://s3-media2.fl.yelpcdn.com/bphoto/G1VyyYJucCVBNO2I8dK3Tg/o.jpg,https://www.yelp.com/biz/daydream-cake-shop-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,164,desserts,37.75391,-122.49,$$,San Francisco,94122,US,CA,1788 32nd Ave,,,,0,0
AJUBHUHPbneSaAYR9hEZ3g,gallery-cafe-san-francisco,Gallery Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/kyjfWkp9g73bUFZIJYCL4A/o.jpg,https://www.yelp.com/biz/gallery-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,302,coffee,37.79474,-122.411,$,San Francisco,94108,US,CA,1200 Mason St,yes,yes,average,0,0
EpDYdBl4Ix_BTiqAHIWDPQ,banh-mi-house-san-francisco,Banh Mi House,https://s3-media3.fl.yelpcdn.com/bphoto/Sr_lKATBMPOcLe4l9C17EA/o.jpg,https://www.yelp.com/biz/banh-mi-house-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,150,sandwiches,37.72756,-122.403,$,San Francisco,94134,US,CA,2701 San Bruno Ave,,,,0,0
xI2gY1Bf0MrV0E7k9lbUvg,sightglass-coffee-san-francisco-3,Sightglass Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/CxfiZv57u44M6WtIrizKNw/o.jpg,https://www.yelp.com/biz/sightglass-coffee-san-francisco-3?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,239,coffee,37.75924,-122.411,$$,San Francisco,94110,US,CA,3014 20th St,no,yes,average,0,0
P8zfrRHemETl3gYFY5FFNA,sweet-chinito-coffee-san-francisco-2,Sweet Chinito Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/gL537YaY2NFCe8zMExEQjw/o.jpg,https://www.yelp.com/biz/sweet-chinito-coffee-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,101,coffee,37.7479,-122.419,$,San Francisco,94110,US,CA,3100 Mission St,,,,0,0
YZK2hMkmjjIWgHDO2Ksz-Q,one65-patisserie-and-boutique-san-francisco-2,ONE65 Patisserie & Boutique,https://s3-media4.fl.yelpcdn.com/bphoto/j_MOi6qIm_aYAC2YpcSWzQ/o.jpg,https://www.yelp.com/biz/one65-patisserie-and-boutique-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,162,cakeshop,37.78625,-122.407,$$,San Francisco,94102,US,CA,165 O'Farrell St,,,,0,0
jTk2zGDdDSVKk3oA0v37xg,pentacle-coffee-san-francisco-2,Pentacle Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/O6N0Sdd9d2Q6scH8j6Kivg/o.jpg,https://www.yelp.com/biz/pentacle-coffee-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,67,coffee,37.78117,-122.409,$$,San Francisco,94103,US,CA,64 6th St,,,,0,0
xfGxyVapMNlAlqQULvyG5Q,cafe-seventy8-san-francisco,Cafe Seventy8,https://s3-media3.fl.yelpcdn.com/bphoto/xr63OUKH14KpFkqZbVEV4g/o.jpg,https://www.yelp.com/biz/cafe-seventy8-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,154,coffee,37.74408,-122.422,$,San Francisco,94110,US,CA,78 29th St,yes,yes,average,0,0
M0xEpdbcmF6iEG7LSST_lQ,garden-house-cafe-san-francisco,Garden House Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/_JRhnMx-sS3091q9Z_3FSQ/o.jpg,https://www.yelp.com/biz/garden-house-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,290,breakfast_brunch,37.78141,-122.493,$,San Francisco,94121,US,CA,3117 Clement St,yes,no,average,0,0
SiqcQqHhRtQbtkXOLo640g,vega-coffee-san-francisco,Vega Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/xjfueUOFAGTaIDihgt4P1Q/o.jpg,https://www.yelp.com/biz/vega-coffee-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,129,coffee,37.77456,-122.411,$,San Francisco,94103,US,CA,1246 Folsom St,,,,0,0
OZp55t0eesDBONb5_GdIDA,native-twins-coffee-san-francisco-2,Native Twins Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/PtJwq7GvmDS7xydQZvToUw/o.jpg,https://www.yelp.com/biz/native-twins-coffee-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,77,coffee,37.77147,-122.437,$$,San Francisco,94117,US,CA,262 Divisadero St,yes,yes,average,0,0
6zWgWwKgnB_nC1Se_pXrJA,latte-express-san-francisco-5,Latte Express,https://s3-media3.fl.yelpcdn.com/bphoto/ENiG1Fllo1vXdUTWcswN7w/o.jpg,https://www.yelp.com/biz/latte-express-san-francisco-5?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,267,coffee,37.79423,-122.405,$,San Francisco,94108,US,CA,646 Kearny St,,,,0,0
5oTMdBQj8cVvfr_Z7OkaYw,jump-start-coffee-and-grocery-san-francisco-3,Jump Start Coffee & Grocery,https://s3-media3.fl.yelpcdn.com/bphoto/2Xm4RZipqrwr-C31vIQ1jg/o.jpg,https://www.yelp.com/biz/jump-start-coffee-and-grocery-san-francisco-3?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,107,coffee,37.75212,-122.423,$,San Francisco,94110,US,CA,1192 Guerrero St,,,,0,0
w-F9xOVAQaiLINR5VWhOfQ,duboce-park-cafe-san-francisco,Duboce Park Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/HLNK4i9dVDCzi-9YODh17g/o.jpg,https://www.yelp.com/biz/duboce-park-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,472,coffee,37.76922,-122.432,$$,San Francisco,94114,US,CA,2 Sanchez St,yes,yes,average,0,0
fDviyRsyS41ldbxQTS8e8w,all-star-cafe-san-francisco-3,All Star Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/2l5EYVg-VLtfLE8jAgIKEQ/o.jpg,https://www.yelp.com/biz/all-star-cafe-san-francisco-3?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,184,donuts,37.77623,-122.415,$,San Francisco,94103,US,CA,98 9th St,yes,yes,average,0,0
yBwejh5N36gw4DOt49t3wg,its-tops-coffee-shop-san-francisco,It's Tops Coffee Shop,https://s3-media3.fl.yelpcdn.com/bphoto/Z3uCMaqrWjNv0iEwEZDoNQ/o.jpg,https://www.yelp.com/biz/its-tops-coffee-shop-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,485,coffee,37.77143,-122.424,$$,San Francisco,94103,US,CA,1801 Market St,,,,0,0
vLJIuMyrw96Tz1YHrr4YTg,temo-cafe-san-francisco,Temo Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/dsY5XsxEcdW7HD6fwVFGpw/o.jpg,https://www.yelp.com/biz/temo-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,145,coffee,37.75279,-122.412,$,San Francisco,94110,US,CA,3000 24th St,yes,yes,quiet,0,0
f6PVeKj4VFl9KRJg9SXwIg,the-station-sf-san-francisco,The Station SF,https://s3-media4.fl.yelpcdn.com/bphoto/IlJx5_8Np7D6lrDPF29Obw/o.jpg,https://www.yelp.com/biz/the-station-sf-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,309,coffee,37.79723,-122.405,$$,San Francisco,94133,US,CA,596 Pacific Ave,yes,yes,average,0,0
rdfrRK1Z7Ib9T8HaaIjvng,bb-tea-station-san-francisco-3,BB Tea Station,https://s3-media2.fl.yelpcdn.com/bphoto/rsLwVhT-rV2U_2fIAi4X_w/o.jpg,https://www.yelp.com/biz/bb-tea-station-san-francisco-3?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,311,bubbletea,37.75429,-122.478,$,San Francisco,94122,US,CA,1314 noriega St,,,,0,0
UVt1r213Ju4wi5YdoDDVmA,le-trio-san-francisco,Le Trio,https://s3-media2.fl.yelpcdn.com/bphoto/vmS80asidGlBkttEiPTfSw/o.jpg,https://www.yelp.com/biz/le-trio-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,101,coffee,37.7609,-122.49,,San Francisco,94122,US,CA,2575 Judah St,yes,yes,average,0,0
DRbzdSEBEOkIR5p9l1Ujnw,stanza-coffee-bar-san-francisco-2,Stanza Coffee Bar,https://s3-media3.fl.yelpcdn.com/bphoto/h2sRO_zzha5tFQnG7Ekx2A/o.jpg,https://www.yelp.com/biz/stanza-coffee-bar-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,235,coffee,37.76937,-122.45,$$,San Francisco,94117,US,CA,1673 Haight St,,,,0,0
1YvWlBz4ivZj6ThDt-LAqg,vital-tea-leaf-san-francisco-5,Vital Tea Leaf,https://s3-media2.fl.yelpcdn.com/bphoto/bpxnXirjvsiksmPAcegpAg/o.jpg,https://www.yelp.com/biz/vital-tea-leaf-san-francisco-5?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,90,coffee,37.79164,-122.406,$$,San Francisco,94108,US,CA,509 Grant Ave,,,,0,0
#NAME?,oh-dessert-cafe-san-francisco,OH Dessert Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/Q3v0rHThwuom9Aj_T_CVSg/o.jpg,https://www.yelp.com/biz/oh-dessert-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,210,desserts,37.76322,-122.479,$$,San Francisco,94122,US,CA,1919 Irving St,,,,0,0
SQqQq1OWGbO4MGUcGWOH7A,fox-and-lion-bread-san-francisco,Fox and Lion Bread,https://s3-media2.fl.yelpcdn.com/bphoto/Vorqs_prtcEeeWSVskvcpA/o.jpg,https://www.yelp.com/biz/fox-and-lion-bread-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,68,coffee,37.72961,-122.392,$,San Francisco,94124,US,CA,5273 3rd St,yes,yes,average,0,0
dgOM7j47ta8oAjQun6NC_w,happy-donuts-san-francisco-18,Happy Donuts,https://s3-media1.fl.yelpcdn.com/bphoto/89dP2OZ1S1slFIi3lb1Ceg/o.jpg,https://www.yelp.com/biz/happy-donuts-san-francisco-18?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,246,donuts,37.75162,-122.428,$,San Francisco,94114,US,CA,3801 24th St,,,,0,0
ztHkdSGx6HQWddanLfSPFw,lunas-coffee-house-san-francisco-3,Luna's Coffee House,https://s3-media1.fl.yelpcdn.com/bphoto/7VTYzIZVvUBApfURcnjJ-Q/o.jpg,https://www.yelp.com/biz/lunas-coffee-house-san-francisco-3?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,59,coffee,37.75425,-122.406,$,San Francisco,94110,US,CA,1101 Potrero Ave,,,,0,0
Tc8saXtOXpRiA8CoXQsfdA,royal-ground-coffee-san-francisco-7,Royal Ground Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/erxW4kvg_m-7bwMYZrLcTA/o.jpg,https://www.yelp.com/biz/royal-ground-coffee-san-francisco-7?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,224,coffee,37.79716,-122.422,$,San Francisco,94109,US,CA,2216 Polk St,yes,yes,average,0,0
#NAME?,weavers-coffee-and-tea-san-francisco,Weaver's Coffee & Tea,https://s3-media4.fl.yelpcdn.com/bphoto/P85IAii-j1i9tp3i4Ilohw/o.jpg,https://www.yelp.com/biz/weavers-coffee-and-tea-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,108,coffee,37.76363,-122.433,$,San Francisco,94114,US,CA,2301 Market St,yes,yes,average,0,0
Se1xmgWc4JRWPG5MiZFzNg,golden-goat-coffee-san-francisco,Golden Goat Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/Hi0qxwxjIhODVsjsoPY09A/o.jpg,https://www.yelp.com/biz/golden-goat-coffee-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,51,coffee,37.78044,-122.394,,San Francisco,94107,US,CA,599 3rd St,,,,0,0
p1M3cWHB3ASp9KlzKovMrQ,excelsior-coffee-san-francisco,Excelsior Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/IwLv9vWmLdKExnGJYsh08Q/o.jpg,https://www.yelp.com/biz/excelsior-coffee-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,49,coffee,37.72624,-122.433,$,San Francisco,94112,US,CA,4495 Mission St,no,yes,average,0,0
QpJlxjEoYI1gF1PvScwlvQ,special-xtra-coffee-san-francisco,Special Xtra Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/S0krGwCgEVQc7lw1C54vlQ/o.jpg,https://www.yelp.com/biz/special-xtra-coffee-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,156,coffee,37.78856,-122.398,$,San Francisco,94105,US,CA,46 Minna St,,,,0,0
rKyZ6bPBXaCp_-lX6TlS1Q,paramo-coffee-company-san-francisco-2,Paramo Coffee Company,https://s3-media3.fl.yelpcdn.com/bphoto/0NTNV0BDhdP9zUSQ3Cl30w/o.jpg,https://www.yelp.com/biz/paramo-coffee-company-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,140,bakeries,37.79467,-122.396,$,San Francisco,94111,US,CA,4 Embarcadero Ctr,,,,0,0
xK1a8IdJzw-T1rao_fwNXg,orsons-belly-san-francisco,Orson's Belly,https://s3-media1.fl.yelpcdn.com/bphoto/chC9Uijk4hUTXX2twec9jA/o.jpg,https://www.yelp.com/biz/orsons-belly-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,143,coffee,37.77646,-122.478,$$,San Francisco,94121,US,CA,1737 Balboa St,yes,yes,average,0,0
u0lqYWGjDJUqA9ZCLonl7A,philz-coffee-san-francisco-22,Philz Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/97HO92ov0HwFHTv_1DFnBw/o.jpg,https://www.yelp.com/biz/philz-coffee-san-francisco-22?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,115,coffee,37.76475,-122.401,$,San Francisco,94103,US,CA,1775 17th St,yes,yes,average,0,0
kZtCd070jWwmCAFOTIm2Wg,blue-bottle-coffee-san-francisco-12,Blue Bottle Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/d2vFzO3kGnPDcL7dw5kEyQ/o.jpg,https://www.yelp.com/biz/blue-bottle-coffee-san-francisco-12?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,108,coffee,37.77674,-122.416,$$,San Francisco,94103,US,CA,1355 Market St,,,,0,0
CgiF5i-llufbSc6Mz5mW7Q,ballast-coffee-san-francisco,Ballast Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/WocjsigGKzEfeRNaCKdQAg/o.jpg,https://www.yelp.com/biz/ballast-coffee-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,115,coffee,37.73741,-122.469,$,San Francisco,94127,US,CA,329 W Portal Ave,yes,yes,average,0,0
DfPLBY50sx7-A1aI0wmoLg,sing-sing-sandwich-shop-san-francisco,Sing Sing Sandwich Shop,https://s3-media3.fl.yelpcdn.com/bphoto/sLRrZ22SiC7_5VIhZKYh2g/o.jpg,https://www.yelp.com/biz/sing-sing-sandwich-shop-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,158,sandwiches,37.78382,-122.416,$,San Francisco,94109,US,CA,309 Hyde St,,,,0,0
C3o-rXY_jQ686sSAlouhCw,cantata-coffee-company-san-francisco,Cantata Coffee Company,https://s3-media2.fl.yelpcdn.com/bphoto/8OrI01olm-R0JTrbpzXjWw/o.jpg,https://www.yelp.com/biz/cantata-coffee-company-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,255,coffee,37.76967,-122.45,$,San Francisco,94117,US,CA,1708 Haight St,no,yes,average,0,0
J5UfRQ4Bn_QF2RsJeUkyDQ,urbean-san-francisco,Urbean,https://s3-media3.fl.yelpcdn.com/bphoto/rjMLPJtHeSTRQaabwwL1xQ/o.jpg,https://www.yelp.com/biz/urbean-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,234,coffee,37.78094,-122.414,$,San Francisco,94102,US,CA,142 McAllister St,yes,yes,average,0,0
uew8xmwhq4VDvNDdmXW38g,sharetea-san-francisco-12,Sharetea,https://s3-media1.fl.yelpcdn.com/bphoto/gLpk0Ae7rs_MyvZ6SPyHvQ/o.jpg,https://www.yelp.com/biz/sharetea-san-francisco-12?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,484,coffee,37.78459,-122.403,$,San Francisco,94103,US,CA,135 4th St,,,,0,0
u1XwNjU75q7q6JHm7iQTvA,kahnfections-san-francisco,Kahnfections,https://s3-media4.fl.yelpcdn.com/bphoto/gACYOmpKSco1DMAObekLpw/o.jpg,https://www.yelp.com/biz/kahnfections-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,103,bakeries,37.75873,-122.415,$$,San Francisco,94110,US,CA,3321 20th St,,,,0,0
WUWA_alDU1VOQka8EHSCzw,ritual-coffee-roasters-san-francisco-3,Ritual Coffee Roasters,https://s3-media4.fl.yelpcdn.com/bphoto/QdMBfP9At-xKE3vSqpSrgw/o.jpg,https://www.yelp.com/biz/ritual-coffee-roasters-san-francisco-3?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,133,coffeeroasteries,37.73964,-122.39,$$,San Francisco,94124,US,CA,1634 Jerrold Ave,,,,0,0
qGjG43GoNvogez30ISBoAg,the-creamery-san-francisco-3,The Creamery,https://s3-media4.fl.yelpcdn.com/bphoto/Qy6fWbjR0E-ATJuyIqkcSw/o.jpg,https://www.yelp.com/biz/the-creamery-san-francisco-3?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,769,coffee,37.77735,-122.395,$,San Francisco,94107,US,CA,685 4th St,yes,yes,average,0,0
dNqRHPfSVOkcIhbXSBLp2w,sausalito-cafe-1st-st-san-francisco,Sausalito Cafe 1st St,https://s3-media3.fl.yelpcdn.com/bphoto/Wtxpng7wywwVJrGeA06rWA/o.jpg,https://www.yelp.com/biz/sausalito-cafe-1st-st-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,239,coffee,37.78939,-122.398,$,San Francisco,94105,US,CA,100 1st St,,,,0,0
0SzGuEbd_FEZ4PW04KPhxA,monterey-deli-san-francisco,Monterey Deli,https://s3-media3.fl.yelpcdn.com/bphoto/VmK0h-iXry3VDsfFwStrnQ/o.jpg,https://www.yelp.com/biz/monterey-deli-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,110,delis,37.73134,-122.446,$,San Francisco,94127,US,CA,499 Monterey Blvd,,,,0,0
t4ewGufXDMsY1hQQClNQfg,nourish-cafe-san-francisco-5,nourish Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/U1DwvLm9krIJkzvzjGhuEQ/o.jpg,https://www.yelp.com/biz/nourish-cafe-san-francisco-5?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,286,sandwiches,37.79048,-122.417,$$,San Francisco,94109,US,CA,1030 Hyde St,no,yes,average,0,0
